58525,1270038
58525,1270039
58525,1444882
58525,1762857
58525,2352299
58525,2352376
100920,26972
100920,2361757
328983,860317
328983,1095636
438787,390219
438787,596961
438787,1095649
438787,1316900
438787,1466035
438787,1466036
438787,1466037
438787,1466085
438787,1659560
438787,1659561
438787,2542092
438787,2788622
438867,1095650
922287,964667
922287,1151686
922287,1151730
922287,1153193
1222477,1095722
1222477,2645818
1265167,1772488
1265167,1772489
1265167,1772490
1265167,1931608
1265167,1959804
1265167,1959805
2603,1122871
2603,1224496
2718,2371559
2718,2371560
2718,2371561
2718,2371562
2718,2371563
2718,2371564
2718,2371565
3540,378936
3540,1095708
3540,2140868
3540,2140870
3540,2140914
3540,2647755
3540,2757029
3540,2757510
7311,2176990
7311,2671665
7316,1257635
11744,2031445
12374,89463
12374,89464
12374,115420
12374,115421
12374,266158
12374,437109
12374,468410
12374,468411
12374,468412
12374,468413
12374,468414
12374,696161
12374,696162
12374,935226
12374,941959
12374,941960
12374,942608
12374,1079208
12374,1079209
12374,1111642
12374,1143135
12374,1222262
12374,1241901
12374,1245205
12374,1245206
12374,1245207
12374,1245208
12374,1291405
12374,1291406
12374,1291407
12374,1291408
12374,1291409
12374,1291410
12374,1291411
12374,1291412
12374,1291413
12374,1291414
12374,1291415
12374,1291416
12374,1291417
12374,1291418
12374,1291419
12374,1291420
12374,1291421
12374,1291422
12374,1291423
12374,1291424
12374,1291425
12374,1291426
12374,1291427
12374,1291675
12374,1291692
12374,1292056
12374,1292057
12374,1297710
12374,1298163
12374,1386186
12374,1386324
12374,1401352
12374,1436637
12374,1444511
12374,1444512
12374,1451611
12374,1459748
12374,1459749
12374,1467908
12374,1546747
12374,1546748
12374,1546749
12374,1546750
12374,1546751
12374,1546752
12374,1546753
12374,1546754
12374,1546755
12374,1546756
12374,1546757
12374,1546758
12374,1546759
12374,1546760
12374,1546761
12374,1546762
12374,1547419
12374,1750935
12374,1762649
12374,1762650
12374,1775292
12374,1821979
12374,1821987
12374,1829916
12374,1832000
12374,1834406
12374,1911334
12374,1911335
12374,1911336
12374,1911337
12374,1911338
12374,1911339
12374,1911340
12374,1911341
12374,1911342
12374,1911343
12374,1911856
12374,2048514
12374,2048515
12374,2052094
12374,2196735
12374,2235947
12374,2235948
12374,2235949
12374,2235950
12374,2240438
12374,2240439
12374,2240440
12374,2240441
12374,2240442
12374,2358147
12374,2358148
12374,2364210
12374,2421014
12374,2571844
12374,2571845
12374,2574943
12374,2679889
12374,2679890
12374,2772040
12374,2774267
12374,2774268
15662,26972
15662,613381
15662,967574
15662,967741
15662,1095604
15662,1696331
15662,1760737
15662,1894122
15759,75138
15759,238675
15759,369952
15759,380903
15759,419595
15759,761507
15759,1163169
15759,1316039
15759,1697472
15759,1697473
15759,1697474
15759,1697475
15759,1697476
15759,1705189
15759,1747608
15759,1782486
15759,1782487
15759,1786061
15759,1795576
15759,1795604
15759,1795605
15759,1920468
15759,1980682
15759,2046618
15759,2046619
15759,2046620
15759,2046621
15759,2047800
15759,2047942
15759,2102118
15759,2136535
15759,2218318
15759,2280116
15759,2336409
15759,2336410
15759,2373773
15759,2373970
15759,2424419
15759,2424420
15759,2730549
21977,1669098
21977,1669099
21977,1669100
21977,2413734
21977,2421006
21977,2522425
21977,2646564
21977,2647843
21977,2649575
21977,2649647
21977,2651038
27419,2417411
28630,1881764
32790,70553
32790,264277
32792,70552
34106,705590
34116,187102
34116,647649
34482,1224499
34482,2744909
34484,8880
34484,8881
34484,68312
34484,99578
34484,99579
34484,99580
34484,99581
34484,99582
34484,99583
34484,181663
34484,255648
34484,255649
34484,255650
34484,256937
34484,256938
34484,264278
34484,267116
34484,267190
34484,267191
34484,267192
34484,267193
34484,267194
34484,267195
34484,267196
34484,415053
34484,415054
34484,415055
34484,415056
34484,463413
34484,468463
34484,468502
34484,468503
34484,468504
34484,468505
34484,468506
34484,468507
34484,468508
34484,468509
34484,468510
34484,468511
34484,468512
34484,468513
34484,468514
34484,468515
34484,468516
34484,468517
34484,468518
34484,468519
34484,468520
34484,468521
34484,468522
34484,468523
34484,468524
34484,468525
34484,468526
34484,468527
34484,468528
34484,468529
34484,468530
34484,468531
34484,468532
34484,468533
34484,468534
34484,468535
34484,485066
34484,606261
34484,606262
34484,606263
34484,606264
34484,606265
34484,606266
34484,606267
34484,606268
34484,606269
34484,696631
34484,950586
34484,950587
34484,1043468
34484,1051883
34484,1113159
34484,1139547
34484,1145174
34484,1227074
34484,1231560
34484,1291460
34484,1293053
34484,1293054
34484,1293055
34484,1306294
34484,1315078
34484,1315079
34484,1315080
34484,1318004
34484,1392981
34484,1392982
34484,1436727
34484,1436728
34484,1436729
34484,1436730
34484,1436731
34484,1436732
